company_id,name
5fc3dfba-89e9-457f-ad47-745cf38d759a,Kern Investments Consulting Management Ltd.
9699de1e-cb7a-4947-bf48-139aa3056d0c,"Mill Hill Factory, Inc."
f05c48b2-32ae-4e81-aa1e-629f1d2431f6,"MSI COMPUTER (SHENZHEN) CO., LTD."
1c631b96-8301-4819-bd8c-2e69e2ef6c76,Robert Bosch GmbH
87adabbc-bec1-42e6-a603-916b45ea9c8c,STMicroelectronics (Rousset) SAS
40ef4238-349d-4b3d-b4d4-3fa28b66272a,LUCENT TECHNOLOGIES INC.
0b23e5f3-840f-482c-8e52-00e29a779ad6,Orthotic Consultants Asia Pacific Pty. Ltd.
66e2c62e-301f-42e2-a6de-b62c87f792e5,"HUAWEI TECHNOLOGIES CO., LTD."
e1486dcb-d5bb-48b4-a332-32062ba8e9fe,STMICROELECTRONICS S.r.l.
afd79090-4f35-45d2-a0c7-206362044568,Roland Corporation
ff81ffbd-1fc7-455d-9a11-93c95fb06b63,BIP Floral Inc.
b9fb1e92-f709-4411-8296-df187273967e,"Aptech Engineering, Inc."
d4da6eff-2052-4e79-99f3-97e3aa80b3ed,"Xilinx, Inc."
55715b8e-9037-47c9-8e27-a2acf13d6047,Intel Corporation
4840cedc-7dcd-4aa9-9d62-ee877f7ef128,Xerox Corporation
8a03b7d9-0444-4dfc-9737-bf029c47a462,"FORD GLOBAL TECHNOLOGIES, LLC"
dc5201ab-12cb-4030-9deb-e714ce523fb4,"Traffic Monitoring Services, Inc."
457f19f3-e4b1-4425-a91d-30bf3eee5778,PHILIPS LIGHTING HOLDING B.V.
675ece90-bf2f-4742-aa2e-ff2705cac77a,"FOUNDATION, YONSEI UNIVERSITY"
09b3d878-1643-49f5-afa5-8e1d0aced8cc,SCHOTT AG
a5e4f5aa-e014-4c3c-b878-4d58405c0d5e,HAMAMATSU PHOTONICS K.K.
8d29c721-e388-443e-a493-caf6f044b071,HL KLEMOVE CORP.
7e54a669-49a0-4138-9ee5-d8d0b44eac80,"HEFEI BOE OPTOELECTRONICS TECHNOLOGY CO., LTD."
1cad3022-29d3-4c30-b58a-111ac21f2763,"ASAHI KASEI KOGYO CO., LTD."
e2fe1f61-724a-41b8-80b8-540b7fd31cb6,The Board of Trustees of Leland Stanford Junior University
88c962da-6df3-4f86-85ba-14c24c3cb600,"Taiwan Semiconductor Manufacturing Company, Ltd."
88d9de36-0fde-4797-b7f1-72ca4f7f339b,Servisbal Obaly S.R.O.
edf6ad6b-902d-4380-8631-26f088c6d61f,"Genewal Co., Ltd."
4e61fd34-7bff-47a0-a2e1-edb2b7b4826b,PURDUE RESEARCH FOUNDATION
92f6eb86-cf74-44bb-a2bf-33d99bfd22e9,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP., LTD."
a2eaba1f-807b-4a27-91ca-adb6bc4e15fe,Celgene Corporation
f579c834-0905-4a46-8a5b-d59c5b670840,RENISHAW PLC
30866fde-5087-42ce-b827-360c0b56d863,WATKINS MANUFACTURING CORPORATION
5bf27968-3f90-42bd-b5bb-e7021b05653b,Tympany Medical Limited
6674b19e-00dc-4dad-8048-ebfc1273f51c,Verizon Patent and Licensing Inc.
8f37dbbd-32ab-43c6-abee-378784a2054a,"Mita Industrial Co., Ltd."
46150e0c-8edb-4d25-8256-5f90d9acc689,UNITED TECHNOLOGIES CORPORATION
d8d4a77d-5b7e-4dd2-ab29-c4e381f0eb4d,"Designs for Vision, Inc."
4249e588-7a1f-4eef-8092-8abf4abc953a,Panasonic Intellectual Property Corporation of America
ac19a752-f838-4d2f-a4b5-c55981288253,"ASGCO Manufacturing, Inc."
877b4262-7552-45e3-adc3-c484b3095cf3,SEIKO EPSON CORPORATION
400dee00-7491-4914-a73a-7c048e47b014,"SATOSEN CO., LTD."
7d6e07ed-437a-46bb-9fe5-b6fb0131f3e8,PIERBURG PUMP TECHNOLOGY GMBH
363adefd-c63f-4bd4-ab1a-d3210bf05e3b,The University of North Carolina at Charlotte
4ab59cbc-092d-4421-9af1-0ff68c25c5cc,STMicroelectronics International N.V.
b4880808-baf7-4038-9bfb-cc029bb676f6,Seagate Technology LLC
e84310dc-1429-4b86-bf0a-00ff7a215f56,Hunter Douglas International N.V.
8390e810-1c18-4ef5-8621-095fcb2a31a5,Leadtrend Technology Corp.
a4125ee5-aafd-429f-b987-d768c41d7b62,ENDRESS+HAUSER GMBH+CO.KG
a137f818-eef2-4315-8991-648deb8b24d0,"CITIZEN WATCH CO., LTD."
df793afc-c162-4892-b5ce-5cf024dff037,Villeroy & Boch Keramische Werke KG
85f958bf-effb-48ff-b21a-64daf060259f,Cypress Semiconductor Corporation
9ccb3580-5c20-45fe-ba60-526da934a903,"NEC Laboratories America, Inc."
93f8c962-7a18-45c0-b192-7a141f9a8b6c,"HITACHI, LTD."
0c1a338f-adbb-4340-b93d-9d1fd1a8f893,Intralot S.A.—Integrated Lottery Systems and Services
6e1fe222-aff2-408a-830f-b029032fe73f,RESEARCH IN MOTION LIMITED
4a7994d9-2085-46df-a264-f657e17bc7d5,"ELECTRIC POWER RESEARCH INSTITUTE OF YUNNAN POWER GRID CO., LTD"
4ef2b9c8-d3e7-40d6-ac53-8694d8fe890f,Kabushiki Kaisha Toshiba
8992db46-bb5f-43b4-822e-33547222055f,"Haier US Appliance Solutions, Inc."
78f64f1e-77a4-4c02-aaa5-9a6fe2bc27af,FUJITSU MEDIA DEVICES LIMITED
118565fb-5037-4fb5-b31c-a1c6e7674c02,KONINKLIJKE PHILIPS N.V.
714569f4-0d49-4d52-8311-9dcab29f8798,ORION CORPORATION
c51ff068-81a3-4b0b-af09-bf460942ea37,FUJIFILM Business Innovation Corp.
ea2eecfd-5d8b-45d1-8ffc-3179174a80ad,Mitsubishi Engineering-Plastics Corporation
53482ffb-3623-46a2-aac3-78d3be33d4e0,LSI
bba602fb-2884-4071-8de5-521ab5787f22,"Antipodean Pharmaceuticals, Inc."
c4b2c7c1-f621-4f10-855a-64da76a66b53,"TC Lab, Inc."
1918bc79-3bf3-4be6-8ea5-c5438e714ae2,Infineon Technologies AG
17a612ae-79d5-4231-9630-bbb2f52a7b4e,"Cox Automotive, Inc."
b928e170-61f5-4095-afa6-94e386615fee,"Abbott Cardiovascular Systems, Inc."
3ab6b3c2-dcd4-4b16-bdb2-238bae2257cd,OPEN TEXT INC.
5ceb32df-e329-4b7e-bd57-8dffbaaa6b32,NICOVENTURES TRADING LIMITED
63e062fa-4512-4f91-b3e5-da53beae532f,Bank of America Corporation
1375ccb4-bb29-432c-b832-4d0044acc7b9,"Kimberly-Clark Worldwide, Inc."
7fce98b1-40a5-4ada-8d8f-8284fd07ce7c,FIRECO S.R.L. A SOCIO UNICO
eb5590a0-fadd-40e0-9f98-b44ca89827d1,Imagine Communications Corp.
6f6d0f73-9783-4f3e-9929-cb8664e76b37,Grid Logic Incorporated
dbc51a5d-5837-40ff-a52f-86c6f9a8f48c,PRO SOFTNET CORPORATION
6abe408c-7af8-460e-9fa7-47d745c2484d,"CAMERON SOLUTIONS, INC."
b18780b7-6153-4d6b-aff5-1e3ce9db16b3,ARIZONA BOARD OF REGENTS ON BEHALF OF ARIZONA STATE UNIVERSITY
b5208536-8b25-4acb-9202-003da5be519c,"Siemens Medical Solutions USA, Inc."
b85b46a0-a436-4116-ab73-a392fe9039a9,"Benteler Industries, Inc."
f87ad30d-fa94-4d38-bf93-766234efd63f,Ministry of International Trade and Industry of Japan
347d632e-b0eb-49e6-b853-516334b5bd8b,Ciena Corporation
55754f7e-e260-42ac-a700-1d2cc456c43e,"SEMICONDUCTOR ENERGY LABORATORY CO., LTD."
714cecab-7b9b-4f52-bd0a-8b98b5b28b0f,KEIO UNIVERSITY
c84c8c54-c199-4dbe-a072-8f93a9dc83a6,"Implant Innovations, Inc."
10806bd3-93fd-4c0c-b298-a67ca2c1698a,THE AEROSPACE CORPORATION
5705286c-4bb2-411d-896f-6d9a35116fb2,"KULITE SEMICONDUCTOR PRODUCTS, INC."
a74c68d0-8fa4-4856-98eb-b266e32cc73d,Symantec Corporation
cc5a3682-2ebd-46e0-94d5-2d08d8039c32,Mitusubishi Electric Corporation
a2f7133e-1893-4c41-85e6-a9e302830494,Alcatel Lucent
048b2efe-1ff2-4857-9bbc-18422f0f1910,GOOGLE LLC
99a82a2a-c494-4f14-bec0-2bcb33b5c533,E.I. DU PONT DE NEMOURS AND COMPANY
3f4f41a6-5319-4dc4-a2e3-8f05e6f30efd,"DONGGUAN PHEATON ELECTRONIC TECHNOLOGY CO., LTD."
2e3867fa-29ae-4bbb-a2db-2424b3b465f4,"Target Brands, Inc."
d94fbab3-0e1f-42de-b692-496efe5809eb,ITATOOLS S.R.L.
70f77b8f-fb49-47a0-8660-3e24907c0557,"Minolta Co., Ltd."
0ed7db0d-4cee-441e-aaa2-4452443ac0e4,SRI INTERNATIONAL
4bbaf048-25e6-4d02-b06b-c914c0a9bddc,"Cytovia, Inc."
8a53ee2b-7e57-4a5f-8cd1-076890a1ed23,"FOXCONN (KUNSHAN) COMPUTER CONNECTOR CO., LTD."
2a055c29-5907-4c2b-9c07-c90415c2ab4b,"ELPIDA MEMORY, INC."
3bee08e3-5c85-4400-9830-e3ed860d3857,Silgan Containers LLC
162d55e1-9240-4b86-8e75-7b99f18ac404,Martin Engineering Company
45fb520b-1ab7-4097-81ee-d9d736c0ab3c,NATIONAL SEMICONDUCTOR CORPORATION
7d9c7fce-060f-412d-8c1a-845f72922451,"Plasticase, Inc."
2b5eca27-9e55-4fe6-9f01-f34764e10a3e,TRION CORPORATION
436a2707-7dcd-46a2-91b2-a7d8ae87eb2c,"Oil Spill Solutions, LLC"
d749237a-a27c-445d-9440-f0c903f9d4bf,"MedX 96, Inc."
56b45e76-da54-4fbd-ab47-019bc526601c,Powerwave Technologies S.a.r.l.
4d7e4da1-301f-4693-b8b1-02b47f88a2a7,Hyundai Electronics America
4c6206be-9155-4ce0-b490-0cba1b4e6f2b,"MERCK & CO., INC."
abd9f3a8-f76f-4146-86f1-58b726d1b137,"Fuji Photo Optical Co., Ltd."
8aaad8be-a478-47d7-87db-7c2d8cd019f5,International Casino Systems Europe BV
c0dd0b4d-fbbe-4965-b458-304bb690d1e8,Arm Limited
2e94bde8-de4d-4613-9312-cb68f83a53a2,"DASHAMERICA, INC."
605dda6d-df69-4edd-96e0-b05694e3e751,Targus Information Corporation
1b01f76f-cce8-4887-a20a-e6bcc3017b4a,Grace Semiconductor Manufacturing Corporation
38d1c51b-6fed-4b59-a47e-76864abbcfbf,"SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC"
dde407f2-372c-4780-a32f-8b9ae09f1e7a,Kemira Kemi AB
f94290bc-7c0d-49af-9797-828af77eb9c7,GM GLOBAL TECHNOLOGY OPERATIONS LLC
41dc471d-a24d-4faf-83c0-db9a8f1b9883,"FUJI ELECTRIC CO., LTD."
16d46b44-1493-4418-82ba-b931fbfdb725,"SHENZHEN SEVERE COLD TECHNOLOGY CO., LTD."
e22815b1-3e6f-44a1-8813-576ab00d753d,"Apothecary Products, LLC"
f20e7603-11c7-4d50-8694-c913e8cc6ef6,"Cribl, Inc."
bced5999-e06a-4782-80a7-d9c799657ace,Fellowes Manufacturing Company
b1f192a1-1923-4f12-9ad5-d84a83450eff,"Bell Communications Research, Inc."
6bd348f5-9d58-457d-8f57-74238a6fe137,The Singer Company Limited
7fee54ae-c2eb-47c2-b2c4-523ba3df97f7,Motley Manufacturing Agencies Pty. Ltd.
c1f5d166-99bc-4135-9c11-1244667f49e6,Ciba-Geigy
ece0a29c-e08c-4740-97d6-eb83eafcaecf,Hollingsworth GmbH
6a42f55f-353b-4bd6-9fbb-a242cf61d06b,Aquatic Co.
d6f2fdd3-5020-44aa-8aa1-ec9819af2e4a,"Boston Scientific Scimed, Inc."
cb5367eb-ebac-459a-b013-d92860572522,"Nissan Motor Co., Ltd."
c6172acb-c1c3-4a02-8676-9cd16bd08f00,TOYOTA BOSHOKU KABUSHIKI KAISHA
a7f35af8-ce3a-4643-858e-74f47dda816d,"MITRALIGN, INC."
77ef366a-ac1a-45d0-a8f1-86e0baf2ffe0,"Ener-Core Power, Inc."
e6a0faca-e2af-48dd-a2d1-49b14640ea11,Weyerhaeuser NR Company
6cccfcb4-1761-4afb-bd37-def24a3d1228,Industrial Technology Research Institute
4f3ca290-1039-4865-87d6-1ce37c70108a,"Agency for Science, Technology and Research"
ca2f7fd4-cdfd-4a08-8892-c02677a301dc,"Robbins, Inc."
6290b9aa-cb1f-411d-abf4-fabd3335cfea,"Shenzhen Corerain Technologies Co., Ltd."
35480b43-47f5-4c66-b16b-64e441db4ce0,NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE AND TECHNOLOGY
9329f7ca-0c28-4922-9b88-5dec04a946ce,CLIMEWORKS AG
c6507cf2-1b05-4fa4-bef7-45cb5db22092,General Electric Canada
0380838b-260d-439c-845a-dd35f588128e,"Holly Hunt Enterprises, Inc."
4a3eec42-78bf-4057-8a68-4da387b86ee6,"FACEBOOK, INC."
75c15bec-c9c6-491f-b9bb-3b7c72cad0c6,Applied Materials Israel Ltd.
ce1f1c1d-4b3f-4b72-9880-dee092bbe83e,"NIKE, Inc."
412ac742-e5e4-4958-9df0-a0e1459c8e84,"Valeo, Inc."
4a1b568f-8bc7-4b25-b8a6-1c62223b8089,EMC Corporation
f2f60deb-72d1-4ecf-b9f6-eea02a72b241,Kann Manufacturing Corporation
b582461f-ae95-488d-a58e-645205f9a1ca,"MOTOROLA SOLUTIONS, INC."
6c6bf898-57a5-44ae-85aa-67859afa0c5b,Societe Nationale d'Etude et de Construction de Moteurs d'Aviation - S.N.E.C.M.A
7fd570bb-8d88-4ad9-832b-532add7b7500,"HONDA MOTOR CO., LTD."
f3bfa34a-1f5f-412e-823e-e8f219078abf,"Sunbeam Products, Inc."
906da649-dd98-4eac-a78c-d5dc3cc385b1,LG ELECTRONICS INC.
c6752ab3-5a54-4f7e-8fe3-668a38435fa5,"Quest Trutec, LP"
5d4f358a-1d7b-49f2-b132-6bb9c2cfd725,Tokyo Electron Limited
b0adcf61-dfae-4f46-8b25-d8dd472d6101,OLYMPUS CORPORATION
ffb5445b-bbd3-4dfe-9fac-55b8e21fc06f,Nomadbrush LLC
4aac7dbd-ec2c-4c26-8962-948deb47e4a0,DNS Industries
262fb80b-73c9-46a4-9326-4dc98a7db8e5,"Helene Curtis, Inc."
92b1eaa2-c084-49d7-8050-12872ca65201,REALTEK SEMICONDUCTOR CORP.
b1fe5de1-2ec4-4354-a4a4-99b9a8e34751,ERICSSON GMBH
00a5a804-bac0-4c0d-b2e2-2d47a7a6a32d,MCG Closures Limited
4b01a05a-ef3b-44ee-a464-1557b365cd56,BESTSENS AG
9d109225-6c30-4fd5-a13a-ff496d1a3d96,"BakBone Software, Inc."
a300332d-b839-4221-94d5-fa9896d2fcbd,THE GOODYEAR TIRE & RUBBER COMPANY
fed49674-8d61-40ac-a2d7-f69a501e807b,"WARSAW ORTHOPEDIC, INC."
76bfedeb-c249-4c5a-9fb1-87c5a5ae43a0,Monsanto Technology LLC
8a047604-a13c-466b-b969-9fb9834acc98,Rexam SMT
0c160b17-3bc0-4935-9b42-d7efae1f7a94,Janssen Pharmaceutica NV
ce4871a1-d79b-4334-ae5d-f399a8b81d3d,Neco/Nostalgia Enterprises Co.
1190dd66-1ba3-468d-ae3f-649a32c04a43,"Rakuten Group, Inc."
b904f566-62d6-44a5-8689-7b5c5a3a1a19,General Electric Company
d6fb92df-656c-4b65-ac52-2d480e843539,Ethicon G.m.b.H.
8fac3c81-1f5f-4fa1-9e4a-2087fd535da7,UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION
e1184f58-2abf-4514-bc41-abe687741480,SHIROKI CORPORATION
33bd3a05-9c4e-4141-87ed-504b31cab19a,JOSPA LIMITED
e26f6502-4416-481e-b15a-e69178b15dfc,"Micron Technology, Inc."
0bc189af-3eb0-4f95-9c77-b230b103c2cb,PANASONIC HOLDINGS CORPORATION
11364150-2c8d-4ded-b132-352cb6f34c96,Penta Security Systems Inc.
8755da69-4b4a-4c37-a6d4-e56b63f3f0f1,"Ashland Oil, Inc."
38d68b97-cdd8-4d2e-bb3f-d321efdab031,"ZEPHRYOS, INC."
f1ef1a94-df78-49d5-b295-5105fba2e6aa,STATE GRID CORPORATION OF CHINA
7f7f1d2f-d858-4e97-8723-87f06ac28989,"CISCO TECHNOLOGY, INC."
c9b5264d-3858-46d6-9744-bc6dcf19975f,Janet E. Kapsianos-Sykes
aff59855-e1cd-4810-b136-18c3a1a847bd,NITTO DENKO CORPORATION
4c84804d-ecae-4f0c-8312-2a4c36ae9e8a,Ascensia Diabetes Care Holdings AG
3f39836e-f7fb-454b-ac8c-427c8b0bbc60,"MTN Products, Inc."
bbdb6d7a-0cc0-4416-85ca-fef041a8e40b,"Wuhan China Star Optoelectronics Semiconductor Display Technology Co., Ltd."
7e3981a0-71f5-40b3-a89e-8bed114c9e8f,MALLINCKRODT LLC
cb2dd6f0-ab99-4116-969c-b850077be653,"Appareo Systems, LLC"
e9f1095e-8a73-4327-8127-3ad76e668a5e,Nokia Technologies Oy
164fb31e-ea0f-4571-b1d7-bde640ac5a7c,"Avid Technology, Inc."
b3a93e85-5ffd-4ac6-b2ba-fee264cd2303,The Board of Regents of the University of Illinois
db898b59-1336-417d-bea2-6de492aa17ab,BCM Transtech A/S
62f0f164-cb69-48c2-9573-66ecd41c13cd,AT&T Bell Laboratories
ed53e868-a422-4db8-a656-edf0e0e916da,"Lebever Co., Inc."
df177dc9-2bab-4962-a377-7bc58538742c,"PIONEER HI-BRED INTERNATIONAL, INC."
f2d5ebcc-b2bf-456d-a911-1ddf522cb640,The University of Utah Research Foundation
d6f138ea-5fbc-4de0-b58f-9080a787105f,BASF SE
a8b322ab-6440-4b4f-b6fa-09b7bb4479bb,Societe Francaise du Radiotelephone
69bdf64e-2780-4a64-8b30-c347d0aa9ae6,"Minebea Co., Ltd."
5cd3a7b6-3f4a-4656-84be-4a0ee59c6a03,"P.C. CAMPANA, INC."
e41f2b4b-966c-465e-9abf-8591dd8935ee,"New Clear Energy, Inc."
f9eab477-0d90-49e2-9673-cec04661d3ca,YAZAKI CORPORATION
035694fd-4cb3-412d-b147-7a9b51c11e13,"Hill's Pet Nutrition, Inc."
5e2c9ff6-8b36-4c6c-a095-64520ad00181,"Toptec Co., Ltd."
d8828bf1-d252-48eb-a3c6-407584bac108,Novo Nordisk A/S
27d970a0-bc30-4d36-890a-06df5a91ba6a,"Noritsu Koki Co., Ltd."
f537577c-d91e-43b9-ad2b-a01cd70dbf6f,DALIAN UNIVERSITY OF TECHNOLOGY
524a078f-e500-4085-ab09-6d82ec85b864,YAMAHA HATSUDOKI KABUSHIKI KAISHA
3f34558d-e9d3-4b77-9e87-c1f2757e95c3,"ALLIED CONSULTING, INC."
30b10ed8-5187-47a8-a12c-58822a0fddf6,FINISAR CORPORATION
aadbb4de-c12b-4478-9e37-7f2e27653908,Progress Software Corporation
b7b2eabd-0875-449f-b04c-82b6b5bf6d81,University of South Florida
bf503343-3caf-4b8b-b2dd-8c41dad19f17,Carl Zeiss Vision International GmbH
4f84d79c-f8ab-4e40-a918-9d3f5c6287eb,LBP Manufacturing LLC
e6405b83-cc50-4ecf-a672-ff77bb2d206a,Oracle International Corporation
c5bdb80e-c414-4a0f-abfb-0c1eb39948c7,Dynapol
b1a22295-3f4f-4547-938a-547fd310a84d,Agfa-Gevaert NV
030bc7c5-06bd-4bf2-a2fc-2cd38d4d681c,GRÜNENTHAL GMBH
286fd877-7d2f-4a06-9c16-c08e62fc11a2,"Panasonic Liquid Crystal Display Co., Ltd."
2221b748-de0e-4877-bb61-a8e43c3974cd,"Hon Hai Precision Ind. Co., Ltd."
96352017-9e6d-4b56-969a-ba50315d93a6,"Kendall McGaw Laboratories, Inc."
b47f0bf6-8897-49bb-a54e-ed50c308256e,NOK CORPORATION
3c8a5469-fd26-4d03-923c-edc8eee28bab,HELEN OF TROY LIMITED
724eeb34-e4d7-4f40-887d-5e73d529a740,"Denik Industries, Limited"
c71fa1eb-230f-4410-a8ce-868bf70d0b13,United States of America as represented by the Secretary of the Air Force
6430b093-2bcf-4db6-91d9-b5051a6199d6,CORDIS CORPORATION
5eaceda6-d637-4578-bbba-a40f5560b683,KONINKLIJKE PHILIPS ELECTRONICS NV
6da68285-6b43-430e-bb87-ca8193cca468,Wesco Manufacturing Company
0f4139b9-4113-4ca4-a7e6-c2a9199881cf,SHARP KABUSHIKI KAISHA
7a24f2b0-df54-4331-8bf3-41ae6b783f77,Covestro Deutschland AG
34c6a272-de61-4ca4-aa3c-aa7736ff94ef,"Dongguan Shuiquanzi Industrial Co., Ltd."
a886c80f-2266-4032-b34d-9ce90994dc12,"Glyco Chemicals, Inc."
36023a2d-b2da-4df9-bd1e-ef94fc4f4426,DUSOL LIMITED LIABILITY COMPANY
669de49d-348e-49a4-8920-5c31720e61c5,"U-HAUL INTERNATIONAL, INC."
00ffc8a8-8241-4257-80be-611b89f8271c,Hammer Sport Vertriebs-GmbH
994dd63c-3946-4d65-a096-871c450b013c,Washington University
f8c78309-f9bc-4f5a-9c2d-6c2699e8064a,NexPlanar Corporation
2f25af27-c9ca-49d4-91d8-92ddcc52c262,Snap Inc.
766bd698-7279-4d4f-8a03-99eb5f85e100,ZTE CORPORATION
64206689-9ef9-493d-ae7c-01d6d01d4c8a,Korea University Research and Business Foundation
dce822fc-773e-473a-8d70-73f89698eab3,"Affinitea Brewing Technologies, Inc."
15503e7b-6311-4b80-b452-58b247b296cb,SEP INC
02dfa967-5de1-4fd1-8bcb-db36a6e4081a,Open Text S.A.
787d1cb0-a8ca-4707-971e-e7eca28843a3,APPVANCE INC.
